ROWNUM|ACCOUNTID|MERCHANT_NAME|MERCHANT_CATEGORY_CODE|MERCHANT_CATEGORY_DESC|MERCHANT_COUNTRY|POST_DATE|TRANSACTION_DATE|TRANSACTION_TYPE|CREDIT_DEBIT|CREDIT_LIMIT|AMOUNT|BALANCE|CREDITCARDNUMBER|CC_TYPE|USE_CASE|CUST_NAME|NUM_CCS|CUST_CITY|CUST_STATE|CUST_ZIP|CUST_COUNTRY|TRANS_DETAIL
109_2016-02-01 22:08:53|10786155|Design Electronic|3776|Hotels/Motels/Inns/Resorts|US|2015-08-01|2015-07-31|Purchase|D|3000|1030|1240|30872153408866995|discover|Use Case 4 - Green|Ms. Roxane Effertz|2|PALO ALTO|CA|94303|US|
110_2016-02-01 22:08:53|10786155|Payment|1111|Customer Payment|US|2015-08-03|2015-08-02|Cash Payment|C|3000|592|1832|30872153408866995|discover|Use Case 4 - Green|Ms. Roxane Effertz|2|PALO ALTO|CA|94303|US|
111_2016-02-01 22:08:53|10786155|Payment|1111|Customer Payment|US|2015-08-04|2015-08-03|Wire Payment|C|3000|890|2722|30872153408866995|discover|Use Case 4 - Green|Ms. Roxane Effertz|2|PALO ALTO|CA|94303|US|
112_2016-02-01 22:08:53|10786155|Payment|1111|Customer Payment|US|2015-08-06|2015-08-05|e-Check Check|C|3000|410|3132|30872153408866995|discover|Use Case 4 - Green|Ms. Roxane Effertz|2|PALO ALTO|CA|94303|US|
113_2016-02-01 22:08:53|10786155|North Hardware Solutions|9405|U.S. Federal Government Agencies or Departments|US|2015-08-07|2015-08-06|Refund|D|3000|85|3047|30872153408866995|discover|Use Case 4 - Green|Ms. Roxane Effertz|2|PALO ALTO|CA|94303|US|
114_2016-02-01 22:08:53|10786155|Medicine Analysis|5533|Automotive Parts and Accessories Stores|US|2015-08-09|2015-08-08|Interest Charge|D|3000|35|3012|30872153408866995|discover|Use Case 4 - Green|Ms. Roxane Effertz|2|PALO ALTO|CA|94303|US|
115_2016-02-01 22:08:53|10786155|Power Pacific General|3418|Car Rental|US|2015-08-11|2015-08-10|Interest Charge|D|3000|7|3005|30872153408866995|discover|Use Case 4 - Green|Ms. Roxane Effertz|2|PALO ALTO|CA|94303|US|
116_2016-02-01 22:08:53|10786155|North Studio Architecture|4582|Airports/ Flying Fields|US|2015-08-14|2015-08-13|Purchase|D|3000|1|3004|30872153408866995|discover|Use Case 4 - Green|Ms. Roxane Effertz|2|PALO ALTO|CA|94303|US|
117_2016-02-01 22:08:53|10786155|Pacific Speed Telecom|3680|Hotels/Motels/Inns/Resorts|US|2015-08-15|2015-08-14|Interest Charge|D|3000|2|3002|30872153408866995|discover|Use Case 4 - Green|Ms. Roxane Effertz|2|PALO ALTO|CA|94303|US|
118_2016-02-01 22:08:53|10786155|Alpha Internet West|3407|Car Rental|US|2015-08-16|2015-08-15|Interest Charge|D|3000|2|3000|30872153408866995|discover|Use Case 4 - Green|Ms. Roxane Effertz|2|PALO ALTO|CA|94303|US|
119_2016-02-01 22:08:53|10786155|South Pacific Net|7992|Golf Courses   Public|US|2015-08-19|2015-08-18|Refund|D|3000|631|2369|30872153408866995|discover|Use Case 4 - Green|Ms. Roxane Effertz|2|PALO ALTO|CA|94303|US|
120_2016-02-01 22:08:53|10786155|Payment|1111|Customer Payment|US|2015-08-20|2015-08-19|Paper Check|C|3000|1158|3527|30872153408866995|discover|Use Case 4 - Green|Ms. Roxane Effertz|2|PALO ALTO|CA|94303|US|
121_2016-02-01 22:08:53|10786155|Hill Star Systems|3200|Airlines|US|2015-08-22|2015-08-21|Penalty|D|3000|27|3500|30872153408866995|discover|Use Case 4 - Green|Ms. Roxane Effertz|2|PALO ALTO|CA|94303|US|
122_2016-02-01 22:08:53|10786155|Star Future|3554|Hotels/Motels/Inns/Resorts|US|2015-08-23|2015-08-22|Penalty|D|3000|111|3389|30872153408866995|discover|Use Case 4 - Green|Ms. Roxane Effertz|2|PALO ALTO|CA|94303|US|
123_2016-02-01 22:08:53|10786155|Technology Analysis Graphics|3106|Airlines|US|2015-08-24|2015-08-23|Purchase|D|3000|147|3242|30872153408866995|discover|Use Case 4 - Green|Ms. Roxane Effertz|2|PALO ALTO|CA|94303|US|
124_2016-02-01 22:08:53|10786155|Network Net|5309|Duty Free Stores|US|2015-08-25|2015-08-24|Interest Charge|D|3000|118|3124|30872153408866995|discover|Use Case 4 - Green|Ms. Roxane Effertz|2|PALO ALTO|CA|94303|US|
125_2016-02-01 22:08:53|10786155|Technology Star West|3428|Car Rental|US|2015-08-27|2015-08-26|Fee|D|3000|109|3015|30872153408866995|discover|Use Case 4 - Green|Ms. Roxane Effertz|2|PALO ALTO|CA|94303|US|
126_2016-02-01 22:08:53|10786155|Pacific West Net|3155|Airlines|US|2015-08-28|2015-08-27|Penalty|D|3000|3|3012|30872153408866995|discover|Use Case 4 - Green|Ms. Roxane Effertz|2|PALO ALTO|CA|94303|US|
127_2016-02-01 22:08:53|10786155|Design Signal Technology|3545|Hotels/Motels/Inns/Resorts|US|2015-08-30|2015-08-29|Fee|D|3000|8|3004|30872153408866995|discover|Use Case 4 - Green|Ms. Roxane Effertz|2|PALO ALTO|CA|94303|US|
128_2016-02-01 22:08:53|10786155|Research Advanced General|3220|Airlines|US|2015-09-02|2015-09-01|Fee|D|3000|3|3001|30872153408866995|discover|Use Case 4 - Green|Ms. Roxane Effertz|2|PALO ALTO|CA|94303|US|
129_2016-02-01 22:08:53|10786155|Star Frontier|3612|Hotels/Motels/Inns/Resorts|US|2015-09-04|2015-09-03|Purchase|D|3000|1|3000|30872153408866995|discover|Use Case 4 - Green|Ms. Roxane Effertz|2|PALO ALTO|CA|94303|US|
130_2016-02-01 22:08:53|10786155|Customer Payment|1111|Customer Payment|US|2015-09-06|2015-09-05|e-Check Check|C|3000|0|3000|30872153408866995|discover|Use Case 4 - Green|Ms. Roxane Effertz|2|PALO ALTO|CA|94303|US|
0_2016-02-01 22:08:53|10786157|Vision Atlantic|3358|Car Rental|US|2015-01-03|2015-01-02|Interest Charge|D|19000|445|18555|44072153408865887|mastercard|Use Case 5 - Green|Stevan Gutmann|1|GARDEN GROVE|CA|92840|US|
1_2016-02-01 22:08:53|10786157|Payment|1111|Customer Payment|US|2015-01-06|2015-01-05|ACH Payment|C|19000|895|19450|44072153408865887|mastercard|Use Case 5 - Green|Stevan Gutmann|1|GARDEN GROVE|CA|92840|US|
2_2016-02-01 22:08:53|10786157|Vision Studio Source|3666|Hotels/Motels/Inns/Resorts|HK|2015-01-07|2015-01-06|Fee|D|19000|267|19183|44072153408865887|mastercard|Use Case 5 - Green|Stevan Gutmann|1|GARDEN GROVE|CA|92840|US|
3_2016-02-01 22:08:53|10786157|Technology Vision|3098|Airlines|PL|2015-01-10|2015-01-09|Penalty|D|19000|19|19164|44072153408865887|mastercard|Use Case 5 - Green|Stevan Gutmann|1|GARDEN GROVE|CA|92840|US|
4_2016-02-01 22:08:53|10786157|Building Medicine|3226|Airlines|US|2015-01-12|2015-01-11|Fee|D|19000|19|19145|44072153408865887|mastercard|Use Case 5 - Green|Stevan Gutmann|1|GARDEN GROVE|CA|92840|US|
5_2016-02-01 22:08:53|10786157|Bell People Medicine|3565|Hotels/Motels/Inns/Resorts|AE|2015-01-13|2015-01-12|Penalty|D|19000|43|19102|44072153408865887|mastercard|Use Case 5 - Green|Stevan Gutmann|1|GARDEN GROVE|CA|92840|US|
6_2016-02-01 22:08:53|10786157|Signal Studio Contract|3688|Hotels/Motels/Inns/Resorts|BH|2015-01-15|2015-01-14|Fee|D|19000|101|19001|44072153408865887|mastercard|Use Case 5 - Green|Stevan Gutmann|1|GARDEN GROVE|CA|92840|US|
7_2016-02-01 22:08:53|10786157|Virtual Consulting Signal|8011|Doctors|US|2015-01-18|2015-01-17|Penalty|D|19000|1|19000|44072153408865887|mastercard|Use Case 5 - Green|Stevan Gutmann|1|GARDEN GROVE|CA|92840|US|
8_2016-02-01 22:08:53|10786157|Provider Speed|3253|Airlines|NF|2015-01-20|2015-01-19|Interest Charge|D|19000|6148|12852|44072153408865887|mastercard|Use Case 5 - Green|Stevan Gutmann|1|GARDEN GROVE|CA|92840|US|
9_2016-02-01 22:08:53|10786157|Payment|1111|Customer Payment|US|2015-01-23|2015-01-22|Paper Check|C|19000|5470|18322|44072153408865887|mastercard|Use Case 5 - Green|Stevan Gutmann|1|GARDEN GROVE|CA|92840|US|
10_2016-02-01 22:08:53|10786157|Payment|1111|Customer Payment|US|2015-01-24|2015-01-23|Cash Payment|C|19000|1695|20017|44072153408865887|mastercard|Use Case 5 - Green|Stevan Gutmann|1|GARDEN GROVE|CA|92840|US|
11_2016-02-01 22:08:53|10786157|Star Electronics|3165|Airlines|AE|2015-01-25|2015-01-24|Fee|D|19000|475|19542|44072153408865887|mastercard|Use Case 5 - Green|Stevan Gutmann|1|GARDEN GROVE|CA|92840|US|
12_2016-02-01 22:08:53|10786157|Hardware Net|3415|Car Rental|SE|2015-01-26|2015-01-25|Penalty|D|19000|489|19053|44072153408865887|mastercard|Use Case 5 - Green|Stevan Gutmann|1|GARDEN GROVE|CA|92840|US|
13_2016-02-01 22:08:53|10786157|Galaxy Star Universal|3177|Airlines|US|2015-01-29|2015-01-28|Interest Charge|D|19000|5|19048|44072153408865887|mastercard|Use Case 5 - Green|Stevan Gutmann|1|GARDEN GROVE|CA|92840|US|
14_2016-02-01 22:08:53|10786157|Construction Universal|3732|Hotels/Motels/Inns/Resorts|PS|2015-02-01|2015-01-31|Refund|D|19000|23|19025|44072153408865887|mastercard|Use Case 5 - Green|Stevan Gutmann|1|GARDEN GROVE|CA|92840|US|
15_2016-02-01 22:08:53|10786157|Analysis Application Electronics|3393|Car Rental|SA|2015-02-04|2015-02-03|Interest Charge|D|19000|9|19016|44072153408865887|mastercard|Use Case 5 - Green|Stevan Gutmann|1|GARDEN GROVE|CA|92840|US|
16_2016-02-01 22:08:53|10786157|Innovation Architecture People|3209|Airlines|NL|2015-02-06|2015-02-05|Purchase|D|19000|15|19001|44072153408865887|mastercard|Use Case 5 - Green|Stevan Gutmann|1|GARDEN GROVE|CA|92840|US|
17_2016-02-01 22:08:53|10786157|Systems Architecture|3507|Hotels/Motels/Inns/Resorts|KE|2015-02-09|2015-02-08|Purchase|D|19000|1|19000|44072153408865887|mastercard|Use Case 5 - Green|Stevan Gutmann|1|GARDEN GROVE|CA|92840|US|
18_2016-02-01 22:08:53|10786157|Industries Vision|3075|Airlines|CY|2015-02-12|2015-02-11|Refund|D|19000|9328|9672|44072153408865887|mastercard|Use Case 5 - Green|Stevan Gutmann|1|GARDEN GROVE|CA|92840|US|
19_2016-02-01 22:08:53|10786157|Payment|1111|Customer Payment|US|2015-02-14|2015-02-13|Wire Payment|C|19000|313|9985|44072153408865887|mastercard|Use Case 5 - Green|Stevan Gutmann|1|GARDEN GROVE|CA|92840|US|
20_2016-02-01 22:08:53|10786157|Payment|1111|Customer Payment|US|2015-02-15|2015-02-14|ATM Payment|C|19000|7011|16996|44072153408865887|mastercard|Use Case 5 - Green|Stevan Gutmann|1|GARDEN GROVE|CA|92840|US|
21_2016-02-01 22:08:53|10786157|Consulting Pacific|3788|Hotels/Motels/Inns/Resorts|CL|2015-02-18|2015-02-17|Penalty|D|19000|12744|4252|44072153408865887|mastercard|Use Case 5 - Green|Stevan Gutmann|1|GARDEN GROVE|CA|92840|US|
22_2016-02-01 22:08:53|10786157|Payment|1111|Customer Payment|US|2015-02-21|2015-02-20|Cash Payment|C|19000|1273|5525|44072153408865887|mastercard|Use Case 5 - Green|Stevan Gutmann|1|GARDEN GROVE|CA|92840|US|
23_2016-02-01 22:08:53|10786157|Advanced Vision North|3289|Airlines|MP|2015-02-24|2015-02-23|Penalty|D|19000|225|5300|44072153408865887|mastercard|Use Case 5 - Green|Stevan Gutmann|1|GARDEN GROVE|CA|92840|US|
24_2016-02-01 22:08:53|10786157|Payment|1111|Customer Payment|US|2015-02-27|2015-02-26|Wire Payment|C|19000|3802|9102|44072153408865887|mastercard|Use Case 5 - Green|Stevan Gutmann|1|GARDEN GROVE|CA|92840|US|
25_2016-02-01 22:08:53|10786157|Payment|1111|Customer Payment|US|2015-02-28|2015-02-27|Online Transfer|C|19000|4188|13290|44072153408865887|mastercard|Use Case 5 - Green|Stevan Gutmann|1|GARDEN GROVE|CA|92840|US|
26_2016-02-01 22:08:53|10786157|Payment|1111|Customer Payment|US|2015-03-03|2015-03-02|Online Transfer|C|19000|7720|21010|44072153408865887|mastercard|Use Case 5 - Green|Stevan Gutmann|1|GARDEN GROVE|CA|92840|US|
27_2016-02-01 22:08:53|10786157|Virtual Signal Direct|3167|Airlines|GP|2015-03-05|2015-03-04|Interest Charge|D|19000|764|20246|44072153408865887|mastercard|Use Case 5 - Green|Stevan Gutmann|1|GARDEN GROVE|CA|92840|US|
28_2016-02-01 22:08:53|10786157|Technology South|3733|Hotels/Motels/Inns/Resorts|US|2015-03-06|2015-03-05|Purchase|D|19000|1097|19149|44072153408865887|mastercard|Use Case 5 - Green|Stevan Gutmann|1|GARDEN GROVE|CA|92840|US|
29_2016-02-01 22:08:53|10786157|Signal Star Resource|3252|Airlines|US|2015-03-07|2015-03-06|Purchase|D|19000|56|19093|44072153408865887|mastercard|Use Case 5 - Green|Stevan Gutmann|1|GARDEN GROVE|CA|92840|US|
30_2016-02-01 22:08:53|10786157|People Hill Direct|3082|Airlines|FM|2015-03-08|2015-03-07|Refund|D|19000|11|19082|44072153408865887|mastercard|Use Case 5 - Green|Stevan Gutmann|1|GARDEN GROVE|CA|92840|US|
31_2016-02-01 22:08:53|10786157|Technology Software Star|3761|Hotels/Motels/Inns/Resorts|US|2015-03-11|2015-03-10|Interest Charge|D|19000|47|19035|44072153408865887|mastercard|Use Case 5 - Green|Stevan Gutmann|1|GARDEN GROVE|CA|92840|US|
32_2016-02-01 22:08:53|10786157|Federated Omega|7033|Trailer Parks Campgrounds|VA|2015-03-12|2015-03-11|Purchase|D|19000|31|19004|44072153408865887|mastercard|Use Case 5 - Green|Stevan Gutmann|1|GARDEN GROVE|CA|92840|US|
33_2016-02-01 22:08:53|10786157|Network Galaxy Star|5698|Wig and Toupee Stores|AO|2015-03-15|2015-03-14|Penalty|D|19000|4|19000|44072153408865887|mastercard|Use Case 5 - Green|Stevan Gutmann|1|GARDEN GROVE|CA|92840|US|
34_2016-02-01 22:08:53|10786157|Payment|1111|Customer Payment|US|2015-03-16|2015-03-15|Paper Check|C|19000|2132|21132|44072153408865887|mastercard|Use Case 5 - Green|Stevan Gutmann|1|GARDEN GROVE|CA|92840|US|
35_2016-02-01 22:08:53|10786157|Solutions East Star|3125|Airlines|US|2015-03-19|2015-03-18|Penalty|D|19000|1521|19611|44072153408865887|mastercard|Use Case 5 - Green|Stevan Gutmann|1|GARDEN GROVE|CA|92840|US|
36_2016-02-01 22:08:53|10786157|Innovation Vision|3725|Hotels/Motels/Inns/Resorts|US|2015-03-21|2015-03-20|Interest Charge|D|19000|498|19113|44072153408865887|mastercard|Use Case 5 - Green|Stevan Gutmann|1|GARDEN GROVE|CA|92840|US|
37_2016-02-01 22:08:53|10786157|Innovation Solutions East|3226|Airlines|SH|2015-03-24|2015-03-23|Interest Charge|D|19000|54|19059|44072153408865887|mastercard|Use Case 5 - Green|Stevan Gutmann|1|GARDEN GROVE|CA|92840|US|
38_2016-02-01 22:08:53|10786157|Star Building Electronic|3564|Hotels/Motels/Inns/Resorts|US|2015-03-27|2015-03-26|Fee|D|19000|7|19052|44072153408865887|mastercard|Use Case 5 - Green|Stevan Gutmann|1|GARDEN GROVE|CA|92840|US|
39_2016-02-01 22:08:53|10786157|Power Contract Internet|3720|Hotels/Motels/Inns/Resorts|MU|2015-03-30|2015-03-29|Fee|D|19000|6|19046|44072153408865887|mastercard|Use Case 5 - Green|Stevan Gutmann|1|GARDEN GROVE|CA|92840|US|
40_2016-02-01 22:08:53|10786157|Software Vision West|3560|Hotels/Motels/Inns/Resorts|TP|2015-03-31|2015-03-30|Fee|D|19000|30|19016|44072153408865887|mastercard|Use Case 5 - Green|Stevan Gutmann|1|GARDEN GROVE|CA|92840|US|
41_2016-02-01 22:08:53|10786157|Contract Electronic|3594|Hotels/Motels/Inns/Resorts|QA|2015-04-01|2015-03-31|Purchase|D|19000|11|19005|44072153408865887|mastercard|Use Case 5 - Green|Stevan Gutmann|1|GARDEN GROVE|CA|92840|US|
42_2016-02-01 22:08:53|10786157|Building North|3117|Airlines|IL|2015-04-03|2015-04-02|Purchase|D|19000|2|19003|44072153408865887|mastercard|Use Case 5 - Green|Stevan Gutmann|1|GARDEN GROVE|CA|92840|US|
43_2016-02-01 22:08:53|10786157|Future Vision Application|3097|Airlines|US|2015-04-05|2015-04-04|Penalty|D|19000|2|19001|44072153408865887|mastercard|Use Case 5 - Green|Stevan Gutmann|1|GARDEN GROVE|CA|92840|US|
44_2016-02-01 22:08:53|10786157|Max Venture Vision|3184|Airlines|CH|2015-04-07|2015-04-06|Penalty|D|19000|1|19000|44072153408865887|mastercard|Use Case 5 - Green|Stevan Gutmann|1|GARDEN GROVE|CA|92840|US|
45_2016-02-01 22:08:53|10786157|Architecture Solutions|3416|Car Rental|SI|2015-04-10|2015-04-09|Refund|D|19000|8582|10418|44072153408865887|mastercard|Use Case 5 - Green|Stevan Gutmann|1|GARDEN GROVE|CA|92840|US|
46_2016-02-01 22:08:53|10786157|Payment|1111|Customer Payment|US|2015-04-13|2015-04-12|Paper Check|C|19000|10363|20781|44072153408865887|mastercard|Use Case 5 - Green|Stevan Gutmann|1|GARDEN GROVE|CA|92840|US|
47_2016-02-01 22:08:53|10786157|Omega People General|3630|Hotels/Motels/Inns/Resorts|CC|2015-04-15|2015-04-14|Refund|D|19000|1216|19565|44072153408865887|mastercard|Use Case 5 - Green|Stevan Gutmann|1|GARDEN GROVE|CA|92840|US|
48_2016-02-01 22:08:53|10786157|Analysis Provider East|3706|Hotels/Motels/Inns/Resorts|BT|2015-04-16|2015-04-15|Purchase|D|19000|403|19162|44072153408865887|mastercard|Use Case 5 - Green|Stevan Gutmann|1|GARDEN GROVE|CA|92840|US|
49_2016-02-01 22:08:53|10786157|Galaxy Telecom|8931|Accounting/Bookkeeping Services|BB|2015-04-18|2015-04-17|Fee|D|19000|158|19004|44072153408865887|mastercard|Use Case 5 - Green|Stevan Gutmann|1|GARDEN GROVE|CA|92840|US|
50_2016-02-01 22:08:53|10786157|Future Innovation Graphics|5411|Grocery Stores Supermarkets|BB|2015-04-20|2015-04-19|Purchase|D|19000|4|19000|44072153408865887|mastercard|Use Case 5 - Green|Stevan Gutmann|1|GARDEN GROVE|CA|92840|US|
51_2016-02-01 22:08:53|10786157|Payment|1111|Customer Payment|US|2015-04-21|2015-04-20|ATM Payment|C|19000|12800|31800|44072153408865887|mastercard|Use Case 5 - Green|Stevan Gutmann|1|GARDEN GROVE|CA|92840|US|
52_2016-02-01 22:08:53|10786157|Omega Interactive Architecture|3284|Airlines|US|2015-04-23|2015-04-22|Purchase|D|19000|5867|25933|44072153408865887|mastercard|Use Case 5 - Green|Stevan Gutmann|1|GARDEN GROVE|CA|92840|US|
53_2016-02-01 22:08:53|10786157|Technology Consulting|3248|Airlines|PH|2015-04-25|2015-04-24|Refund|D|19000|3815|22118|44072153408865887|mastercard|Use Case 5 - Green|Stevan Gutmann|1|GARDEN GROVE|CA|92840|US|
54_2016-02-01 22:08:53|10786157|Max Building Galaxy|3110|Airlines|US|2015-04-28|2015-04-27|Penalty|D|19000|2646|19472|44072153408865887|mastercard|Use Case 5 - Green|Stevan Gutmann|1|GARDEN GROVE|CA|92840|US|
55_2016-02-01 22:08:53|10786157|Research Digital Vision|5970|Artists Supply and Craft Shops|US|2015-04-29|2015-04-28|Interest Charge|D|19000|199|19273|44072153408865887|mastercard|Use Case 5 - Green|Stevan Gutmann|1|GARDEN GROVE|CA|92840|US|
56_2016-02-01 22:08:53|10786157|Net Software|3052|Airlines|US|2015-05-01|2015-04-30|Penalty|D|19000|26|19247|44072153408865887|mastercard|Use Case 5 - Green|Stevan Gutmann|1|GARDEN GROVE|CA|92840|US|
57_2016-02-01 22:08:53|10786157|Pacific Systems Digital|3031|Airlines|NA|2015-05-02|2015-05-01|Purchase|D|19000|117|19130|44072153408865887|mastercard|Use Case 5 - Green|Stevan Gutmann|1|GARDEN GROVE|CA|92840|US|
58_2016-02-01 22:08:53|10786157|Construction Power|3713|Hotels/Motels/Inns/Resorts|US|2015-05-05|2015-05-04|Purchase|D|19000|15|19115|44072153408865887|mastercard|Use Case 5 - Green|Stevan Gutmann|1|GARDEN GROVE|CA|92840|US|
59_2016-02-01 22:08:53|10786157|Source Direct Advanced|3284|Airlines|PF|2015-05-08|2015-05-07|Interest Charge|D|19000|33|19082|44072153408865887|mastercard|Use Case 5 - Green|Stevan Gutmann|1|GARDEN GROVE|CA|92840|US|
60_2016-02-01 22:08:53|10786157|South North Electronic|3059|Airlines|SJ|2015-05-09|2015-05-08|Interest Charge|D|19000|21|19061|44072153408865887|mastercard|Use Case 5 - Green|Stevan Gutmann|1|GARDEN GROVE|CA|92840|US|
61_2016-02-01 22:08:53|10786157|Direct Bell Electronics|3693|Hotels/Motels/Inns/Resorts|US|2015-05-12|2015-05-11|Refund|D|19000|5|19056|44072153408865887|mastercard|Use Case 5 - Green|Stevan Gutmann|1|GARDEN GROVE|CA|92840|US|
62_2016-02-01 22:08:53|10786157|Vision Net|3234|Airlines|US|2015-05-15|2015-05-14|Purchase|D|19000|23|19033|44072153408865887|mastercard|Use Case 5 - Green|Stevan Gutmann|1|GARDEN GROVE|CA|92840|US|
63_2016-02-01 22:08:53|10786157|West Solutions Contract|3402|Car Rental|WF|2015-05-16|2015-05-15|Refund|D|19000|28|19005|44072153408865887|mastercard|Use Case 5 - Green|Stevan Gutmann|1|GARDEN GROVE|CA|92840|US|
64_2016-02-01 22:08:53|10786157|General Application Net|3678|Hotels/Motels/Inns/Resorts|US|2015-05-17|2015-05-16|Penalty|D|19000|3|19002|44072153408865887|mastercard|Use Case 5 - Green|Stevan Gutmann|1|GARDEN GROVE|CA|92840|US|
65_2016-02-01 22:08:53|10786157|South Solutions Pacific|7512|Car Rental Agencies|JM|2015-05-20|2015-05-19|Penalty|D|19000|1|19001|44072153408865887|mastercard|Use Case 5 - Green|Stevan Gutmann|1|GARDEN GROVE|CA|92840|US|
66_2016-02-01 22:08:53|10786157|Star West|3698|Hotels/Motels/Inns/Resorts|US|2015-05-22|2015-05-21|Penalty|D|19000|1|19000|44072153408865887|mastercard|Use Case 5 - Green|Stevan Gutmann|1|GARDEN GROVE|CA|92840|US|
67_2016-02-01 22:08:53|10786157|Digital Net Research|3296|Airlines|NC|2015-05-25|2015-05-24|Purchase|D|19000|10518|8482|44072153408865887|mastercard|Use Case 5 - Green|Stevan Gutmann|1|GARDEN GROVE|CA|92840|US|
68_2016-02-01 22:08:53|10786157|Payment|1111|Customer Payment|US|2015-05-27|2015-05-26|Cash Payment|C|19000|2063|10545|44072153408865887|mastercard|Use Case 5 - Green|Stevan Gutmann|1|GARDEN GROVE|CA|92840|US|
69_2016-02-01 22:08:53|10786157|Payment|1111|Customer Payment|US|2015-05-28|2015-05-27|Online Transfer|C|19000|8643|19188|44072153408865887|mastercard|Use Case 5 - Green|Stevan Gutmann|1|GARDEN GROVE|CA|92840|US|
70_2016-02-01 22:08:53|10786157|Industries Telecom Provider|5993|Cigar Stores and Stands|KW|2015-05-30|2015-05-29|Interest Charge|D|19000|147|19041|44072153408865887|mastercard|Use Case 5 - Green|Stevan Gutmann|1|GARDEN GROVE|CA|92840|US|
71_2016-02-01 22:08:53|10786157|Industries Net Hardware|3639|Hotels/Motels/Inns/Resorts|TJ|2015-05-31|2015-05-30|Penalty|D|19000|19|19022|44072153408865887|mastercard|Use Case 5 - Green|Stevan Gutmann|1|GARDEN GROVE|CA|92840|US|
72_2016-02-01 22:08:53|10786157|Research Resource Provider|3620|Hotels/Motels/Inns/Resorts|DJ|2015-06-02|2015-06-01|Refund|D|19000|5|19017|44072153408865887|mastercard|Use Case 5 - Green|Stevan Gutmann|1|GARDEN GROVE|CA|92840|US|
73_2016-02-01 22:08:53|10786157|Signal Pacific East|5718|Fireplace Fireplace Screens and Accessories Stores|US|2015-06-03|2015-06-02|Refund|D|19000|10|19007|44072153408865887|mastercard|Use Case 5 - Green|Stevan Gutmann|1|GARDEN GROVE|CA|92840|US|
74_2016-02-01 22:08:53|10786157|Vision Technology|3683|Hotels/Motels/Inns/Resorts|CR|2015-06-06|2015-06-05|Refund|D|19000|5|19002|44072153408865887|mastercard|Use Case 5 - Green|Stevan Gutmann|1|GARDEN GROVE|CA|92840|US|
75_2016-02-01 22:08:53|10786157|West Vision|3651|Hotels/Motels/Inns/Resorts|AE|2015-06-08|2015-06-07|Refund|D|19000|2|19000|44072153408865887|mastercard|Use Case 5 - Green|Stevan Gutmann|1|GARDEN GROVE|CA|92840|US|
76_2016-02-01 22:08:53|10786157|Payment|1111|Customer Payment|US|2015-06-09|2015-06-08|e-Check Check|C|19000|7017|26017|44072153408865887|mastercard|Use Case 5 - Green|Stevan Gutmann|1|GARDEN GROVE|CA|92840|US|
77_2016-02-01 22:08:53|10786157|Hardware Provider|3093|Airlines|ZW|2015-06-10|2015-06-09|Fee|D|19000|6985|19032|44072153408865887|mastercard|Use Case 5 - Green|Stevan Gutmann|1|GARDEN GROVE|CA|92840|US|
